customer_key,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_segment
11800,70,1,35,1,3,5,1-3-5
12721,71,1,35,1,3,5,1-3-5
10989,71,1,35,1,3,5,1-3-5
6875,73,1,35,1,3,5,1-3-5
11812,76,1,35,1,3,5,1-3-5
17038,49,1,34,1,3,5,1-3-5
11869,50,1,34,1,3,5,1-3-5
15809,59,1,34,1,3,5,1-3-5
15739,63,1,34,1,3,5,1-3-5
12974,68,1,34,1,3,5,1-3-5
16627,71,1,34,1,3,5,1-3-5
17462,75,1,34,1,3,5,1-3-5
16476,37,1,33,1,3,5,1-3-5
14280,40,1,33,1,3,5,1-3-5
17434,41,1,33,1,3,5,1-3-5
14377,56,1,33,1,3,5,1-3-5
13935,60,1,33,1,3,5,1-3-5
12803,60,1,33,1,3,5,1-3-5
13938,60,1,33,1,3,5,1-3-5
16398,70,1,33,1,3,5,1-3-5
14042,71,1,33,1,3,5,1-3-5
14040,74,1,33,1,3,5,1-3-5
13637,74,1,33,1,3,5,1-3-5
14767,74,1,33,1,3,5,1-3-5
6968,35,1,32,1,3,5,1-3-5
15216,37,1,32,1,3,5,1-3-5
9044,38,1,32,1,3,5,1-3-5
14846,39,1,32,1,3,5,1-3-5
14438,39,1,32,1,3,5,1-3-5
7118,40,1,32,1,3,5,1-3-5
13489,41,1,32,1,3,5,1-3-5
8385,42,1,32,1,3,5,1-3-5
6092,44,1,32,1,3,5,1-3-5
6179,47,1,32,1,3,5,1-3-5
7312,48,1,32,1,3,5,1-3-5
13926,48,1,32,1,3,5,1-3-5
5379,49,1,32,1,3,5,1-3-5
11538,49,1,32,1,3,5,1-3-5
11160,52,1,32,1,3,5,1-3-5
10391,55,1,32,1,3,5,1-3-5
9907,57,1,32,1,3,5,1-3-5
10183,58,1,32,1,3,5,1-3-5
12828,59,1,32,1,3,5,1-3-5
15468,62,1,32,1,3,5,1-3-5
7145,63,1,32,1,3,5,1-3-5
12682,64,1,32,1,3,5,1-3-5
5814,69,1,32,1,3,5,1-3-5
7116,70,1,32,1,3,5,1-3-5
5652,70,1,32,1,3,5,1-3-5
14543,71,1,32,1,3,5,1-3-5
3328,75,1,32,1,3,5,1-3-5
9579,43,1,31,1,3,5,1-3-5
4425,44,1,31,1,3,5,1-3-5
11030,50,1,31,1,3,5,1-3-5
2935,57,1,31,1,3,5,1-3-5
18212,58,1,31,1,3,5,1-3-5
13044,60,1,31,1,3,5,1-3-5
17815,67,1,31,1,3,5,1-3-5
15169,75,1,31,1,3,5,1-3-5
17816,75,1,31,1,3,5,1-3-5
11727,35,1,30,1,3,5,1-3-5
11721,37,1,30,1,3,5,1-3-5
12699,37,1,30,1,3,5,1-3-5
2312,38,1,30,1,3,5,1-3-5
11775,38,1,30,1,3,5,1-3-5
12077,38,1,30,1,3,5,1-3-5
12701,41,1,30,1,3,5,1-3-5
12044,43,1,30,1,3,5,1-3-5
12670,44,1,30,1,3,5,1-3-5
12401,47,1,30,1,3,5,1-3-5
11280,59,1,30,1,3,5,1-3-5
10872,59,1,30,1,3,5,1-3-5
6827,65,1,30,1,3,5,1-3-5
12483,67,1,30,1,3,5,1-3-5
10530,69,1,30,1,3,5,1-3-5
12213,70,1,30,1,3,5,1-3-5
8332,35,1,29,1,3,5,1-3-5
8937,36,1,29,1,3,5,1-3-5
17869,39,1,29,1,3,5,1-3-5
18036,47,1,29,1,3,5,1-3-5
15127,52,1,29,1,3,5,1-3-5
17761,56,1,29,1,3,5,1-3-5
15927,60,1,29,1,3,5,1-3-5
18206,65,1,29,1,3,5,1-3-5
1479,33,1,27,1,3,5,1-3-5
13572,35,1,27,1,3,5,1-3-5
14854,38,1,27,1,3,5,1-3-5
7334,39,1,27,1,3,5,1-3-5
18173,39,1,27,1,3,5,1-3-5
16549,40,1,27,1,3,5,1-3-5
1545,42,1,27,1,3,5,1-3-5
8899,43,1,27,1,3,5,1-3-5
15525,44,1,27,1,3,5,1-3-5
15594,45,1,27,1,3,5,1-3-5
3639,45,1,27,1,3,5,1-3-5
1517,47,1,27,1,3,5,1-3-5
17680,50,1,27,1,3,5,1-3-5
10825,53,1,27,1,3,5,1-3-5
15244,56,1,27,1,3,5,1-3-5
18246,59,1,27,1,3,5,1-3-5
1642,61,1,27,1,3,5,1-3-5
1540,63,1,27,1,3,5,1-3-5
1557,66,1,27,1,3,5,1-3-5
17614,68,1,27,1,3,5,1-3-5
17746,68,1,27,1,3,5,1-3-5
1537,72,1,27,1,3,5,1-3-5
4061,34,1,25,1,3,5,1-3-5
7445,34,1,25,1,3,5,1-3-5
8379,40,1,25,1,3,5,1-3-5
16179,43,1,25,1,3,5,1-3-5
11535,44,1,25,1,3,5,1-3-5
17082,49,1,25,1,3,5,1-3-5
8054,50,1,25,1,3,5,1-3-5
13845,52,1,25,1,3,5,1-3-5
14790,53,1,25,1,3,5,1-3-5
15073,55,1,25,1,3,5,1-3-5
9522,56,1,25,1,3,5,1-3-5
14852,59,1,25,1,3,5,1-3-5
7632,59,1,25,1,3,5,1-3-5
18008,60,1,25,1,3,5,1-3-5
9580,60,1,25,1,3,5,1-3-5
14355,65,1,25,1,3,5,1-3-5
15007,68,1,25,1,3,5,1-3-5
16477,69,1,25,1,3,5,1-3-5
14969,75,1,25,1,3,5,1-3-5
1791,50,1,24,1,3,5,1-3-5
10320,65,1,24,1,3,5,1-3-5
15981,34,1,23,1,3,5,1-3-5
16533,34,1,23,1,3,5,1-3-5
10677,35,1,23,1,3,5,1-3-5
18448,37,1,23,1,3,5,1-3-5
11414,40,1,23,1,3,5,1-3-5
16889,46,1,23,1,3,5,1-3-5
15432,48,1,23,1,3,5,1-3-5
9608,48,1,23,1,3,5,1-3-5
6732,58,1,23,1,3,5,1-3-5
10046,60,1,23,1,3,5,1-3-5
15386,68,1,23,1,3,5,1-3-5
16683,68,1,23,1,3,5,1-3-5
14298,68,1,23,1,3,5,1-3-5
17562,70,1,23,1,3,5,1-3-5
11924,35,1,22,1,3,5,1-3-5
2860,39,1,22,1,3,5,1-3-5
6202,39,1,22,1,3,5,1-3-5
3438,45,1,22,1,3,5,1-3-5
1892,46,1,22,1,3,5,1-3-5
3083,49,1,22,1,3,5,1-3-5
3043,51,1,22,1,3,5,1-3-5
8055,54,1,22,1,3,5,1-3-5
2277,59,1,22,1,3,5,1-3-5
1969,70,1,22,1,3,5,1-3-5
1901,74,1,22,1,3,5,1-3-5
17239,34,1,21,1,3,5,1-3-5
16661,39,1,21,1,3,5,1-3-5
557,42,1,21,1,3,5,1-3-5
9066,44,1,21,1,3,5,1-3-5
15130,47,1,21,1,3,5,1-3-5
11304,49,1,21,1,3,5,1-3-5
6907,59,1,21,1,3,5,1-3-5
17059,60,1,21,1,3,5,1-3-5
10082,63,1,21,1,3,5,1-3-5
559,63,1,21,1,3,5,1-3-5
17125,65,1,21,1,3,5,1-3-5
9264,67,1,21,1,3,5,1-3-5
18424,71,1,21,1,3,5,1-3-5
14141,73,1,21,1,3,5,1-3-5
16834,75,1,21,1,3,5,1-3-5
13246,45,1,17,1,3,5,1-3-5
10731,59,1,17,1,3,5,1-3-5
10812,66,1,17,1,3,5,1-3-5
18306,34,1,15,1,3,5,1-3-5
17956,35,1,15,1,3,5,1-3-5
10415,37,1,15,1,3,5,1-3-5
9696,38,1,15,1,3,5,1-3-5
10732,43,1,15,1,3,5,1-3-5
5375,43,1,15,1,3,5,1-3-5
10780,44,1,15,1,3,5,1-3-5
10734,48,1,15,1,3,5,1-3-5
1663,51,1,15,1,3,5,1-3-5
17931,53,1,15,1,3,5,1-3-5
17959,60,1,15,1,3,5,1-3-5
9524,66,1,15,1,3,5,1-3-5
12191,67,1,15,1,3,5,1-3-5
16589,70,1,15,1,3,5,1-3-5
9489,71,1,15,1,3,5,1-3-5
13897,75,1,15,1,3,5,1-3-5
9512,75,1,15,1,3,5,1-3-5
11831,36,1,14,1,3,5,1-3-5
5726,54,1,14,1,3,5,1-3-5
11475,56,1,14,1,3,5,1-3-5
18396,58,1,14,1,3,5,1-3-5
5719,75,1,14,1,3,5,1-3-5
13473,47,1,13,1,3,5,1-3-5
12456,49,1,13,1,3,5,1-3-5
14688,57,1,13,1,3,5,1-3-5
16718,59,1,13,1,3,5,1-3-5
17129,62,1,13,1,3,5,1-3-5
11220,71,1,13,1,3,5,1-3-5
16934,73,1,13,1,3,5,1-3-5
17885,45,1,12,1,3,5,1-3-5
10315,37,1,10,1,3,5,1-3-5
10624,46,1,10,1,3,5,1-3-5
9541,56,1,10,1,3,5,1-3-5
17597,49,1,8,1,3,5,1-3-5
2798,33,1,7,1,3,5,1-3-5
11974,35,1,7,1,3,5,1-3-5
5727,37,1,7,1,3,5,1-3-5
4394,38,1,7,1,3,5,1-3-5
9404,39,1,7,1,3,5,1-3-5
17020,42,1,7,1,3,5,1-3-5
13893,44,1,7,1,3,5,1-3-5
5063,46,1,7,1,3,5,1-3-5
16188,47,1,7,1,3,5,1-3-5
4783,48,1,7,1,3,5,1-3-5
4478,49,1,7,1,3,5,1-3-5
4868,50,1,7,1,3,5,1-3-5
16025,50,1,7,1,3,5,1-3-5
3404,50,1,7,1,3,5,1-3-5
16964,51,1,7,1,3,5,1-3-5
5277,51,1,7,1,3,5,1-3-5
5649,53,1,7,1,3,5,1-3-5
3765,56,1,7,1,3,5,1-3-5
12010,57,1,7,1,3,5,1-3-5
10753,58,1,7,1,3,5,1-3-5
13734,59,1,7,1,3,5,1-3-5
17580,60,1,7,1,3,5,1-3-5
14136,61,1,7,1,3,5,1-3-5
1811,62,1,7,1,3,5,1-3-5
4516,63,1,7,1,3,5,1-3-5
7314,63,1,7,1,3,5,1-3-5
17105,64,1,7,1,3,5,1-3-5
17027,66,1,7,1,3,5,1-3-5
5338,67,1,7,1,3,5,1-3-5
4178,68,1,7,1,3,5,1-3-5
5035,68,1,7,1,3,5,1-3-5
4300,68,1,7,1,3,5,1-3-5
15078,69,1,7,1,3,5,1-3-5
4979,70,1,7,1,3,5,1-3-5
10491,70,1,7,1,3,5,1-3-5
16932,71,1,7,1,3,5,1-3-5
4299,73,1,7,1,3,5,1-3-5
13144,38,1,6,1,3,5,1-3-5
18039,44,1,6,1,3,5,1-3-5
5436,46,1,6,1,3,5,1-3-5
8486,54,1,6,1,3,5,1-3-5
14316,57,1,6,1,3,5,1-3-5
8469,70,1,6,1,3,5,1-3-5
11566,74,1,6,1,3,5,1-3-5
10826,34,1,5,1,3,5,1-3-5
14368,34,1,5,1,3,5,1-3-5
3690,34,1,5,1,3,5,1-3-5
12519,35,1,5,1,3,5,1-3-5
7435,36,1,5,1,3,5,1-3-5
6524,37,1,5,1,3,5,1-3-5
8639,37,1,5,1,3,5,1-3-5
15052,38,1,5,1,3,5,1-3-5
8405,38,1,5,1,3,5,1-3-5
4961,38,1,5,1,3,5,1-3-5
5500,40,1,5,1,3,5,1-3-5
6473,40,1,5,1,3,5,1-3-5
17925,41,1,5,1,3,5,1-3-5
16592,42,1,5,1,3,5,1-3-5
5854,43,1,5,1,3,5,1-3-5
13241,44,1,5,1,3,5,1-3-5
6551,44,1,5,1,3,5,1-3-5
5967,46,1,5,1,3,5,1-3-5
8211,46,1,5,1,3,5,1-3-5
13135,46,1,5,1,3,5,1-3-5
5085,48,1,5,1,3,5,1-3-5
13208,48,1,5,1,3,5,1-3-5
4819,48,1,5,1,3,5,1-3-5
17126,50,1,5,1,3,5,1-3-5
5672,50,1,5,1,3,5,1-3-5
16935,50,1,5,1,3,5,1-3-5
3722,51,1,5,1,3,5,1-3-5
11756,51,1,5,1,3,5,1-3-5
6132,53,1,5,1,3,5,1-3-5
4361,53,1,5,1,3,5,1-3-5
13576,54,1,5,1,3,5,1-3-5
5918,54,1,5,1,3,5,1-3-5
12309,55,1,5,1,3,5,1-3-5
4413,55,1,5,1,3,5,1-3-5
13892,55,1,5,1,3,5,1-3-5
13377,56,1,5,1,3,5,1-3-5
5859,56,1,5,1,3,5,1-3-5
10307,58,1,5,1,3,5,1-3-5
11830,58,1,5,1,3,5,1-3-5
6133,58,1,5,1,3,5,1-3-5
13732,59,1,5,1,3,5,1-3-5
12428,59,1,5,1,3,5,1-3-5
4747,60,1,5,1,3,5,1-3-5
11533,60,1,5,1,3,5,1-3-5
17329,61,1,5,1,3,5,1-3-5
5989,62,1,5,1,3,5,1-3-5
10870,62,1,5,1,3,5,1-3-5
6430,63,1,5,1,3,5,1-3-5
4551,64,1,5,1,3,5,1-3-5
5048,65,1,5,1,3,5,1-3-5
5723,65,1,5,1,3,5,1-3-5
14248,66,1,5,1,3,5,1-3-5
4957,66,1,5,1,3,5,1-3-5
13259,66,1,5,1,3,5,1-3-5
3767,68,1,5,1,3,5,1-3-5
4388,68,1,5,1,3,5,1-3-5
3923,69,1,5,1,3,5,1-3-5
13153,70,1,5,1,3,5,1-3-5
6453,70,1,5,1,3,5,1-3-5
10077,70,1,5,1,3,5,1-3-5
7231,71,1,5,1,3,5,1-3-5
13567,72,1,5,1,3,5,1-3-5
11663,73,1,5,1,3,5,1-3-5
9080,74,1,5,1,3,5,1-3-5
14341,75,1,5,1,3,5,1-3-5
15388,75,1,5,1,3,5,1-3-5
16928,39,1,4,1,3,5,1-3-5
9962,40,1,4,1,3,5,1-3-5
13554,40,1,4,1,3,5,1-3-5
18077,47,1,4,1,3,5,1-3-5
18132,53,1,4,1,3,5,1-3-5
18062,53,1,4,1,3,5,1-3-5
11806,57,1,4,1,3,5,1-3-5
13539,67,1,4,1,3,5,1-3-5
15902,72,1,4,1,3,5,1-3-5
16993,74,1,2,1,3,5,1-3-5
3143,95,1,53,2,3,5,2-3-5
13837,100,1,53,2,3,5,2-3-5
11834,101,1,53,2,3,5,2-3-5
17934,102,1,53,2,3,5,2-3-5
6383,105,1,53,2,3,5,2-3-5
17306,116,1,53,2,3,5,2-3-5
8375,117,1,53,2,3,5,2-3-5
13716,119,1,53,2,3,5,2-3-5
15240,84,1,52,2,3,5,2-3-5
9899,104,1,52,2,3,5,2-3-5
12230,116,1,52,2,3,5,2-3-5
14582,127,1,52,2,3,5,2-3-5
5582,99,1,50,2,3,5,2-3-5
12216,131,1,50,2,3,5,2-3-5
3696,90,1,49,2,3,5,2-3-5
16733,84,1,48,2,3,5,2-3-5
17452,88,1,48,2,3,5,2-3-5
17193,103,1,48,2,3,5,2-3-5
15451,109,1,48,2,3,5,2-3-5
10124,111,1,48,2,3,5,2-3-5
16643,133,1,48,2,3,5,2-3-5
3616,94,1,47,2,3,5,2-3-5
12354,124,1,45,2,3,5,2-3-5
8510,91,1,44,2,3,5,2-3-5
8392,130,1,43,2,3,5,2-3-5
4699,82,1,42,2,3,5,2-3-5
2168,87,1,42,2,3,5,2-3-5
10903,91,1,42,2,3,5,2-3-5
11022,91,1,42,2,3,5,2-3-5
10593,97,1,42,2,3,5,2-3-5
18124,98,1,42,2,3,5,2-3-5
12520,101,1,42,2,3,5,2-3-5
9537,104,1,42,2,3,5,2-3-5
10688,105,1,42,2,3,5,2-3-5
10225,116,1,42,2,3,5,2-3-5
16150,118,1,42,2,3,5,2-3-5
8675,123,1,42,2,3,5,2-3-5
1409,124,1,42,2,3,5,2-3-5
11215,125,1,42,2,3,5,2-3-5
9739,127,1,42,2,3,5,2-3-5
17780,130,1,42,2,3,5,2-3-5
10773,133,1,42,2,3,5,2-3-5
11048,134,1,42,2,3,5,2-3-5
10175,135,1,42,2,3,5,2-3-5
10468,136,1,42,2,3,5,2-3-5
9535,136,1,42,2,3,5,2-3-5
18379,82,1,40,2,3,5,2-3-5
11327,87,1,40,2,3,5,2-3-5
10998,90,1,40,2,3,5,2-3-5
9929,96,1,40,2,3,5,2-3-5
3711,114,1,40,2,3,5,2-3-5
1029,128,1,40,2,3,5,2-3-5
13937,83,1,39,2,3,5,2-3-5
13317,92,1,39,2,3,5,2-3-5
13984,94,1,39,2,3,5,2-3-5
13520,118,1,39,2,3,5,2-3-5
15527,100,1,38,2,3,5,2-3-5
5451,112,1,38,2,3,5,2-3-5
14203,78,1,37,2,3,5,2-3-5
7016,79,1,37,2,3,5,2-3-5
13320,81,1,37,2,3,5,2-3-5
12069,82,1,37,2,3,5,2-3-5
14084,85,1,37,2,3,5,2-3-5
12153,87,1,37,2,3,5,2-3-5
3535,89,1,37,2,3,5,2-3-5
14152,91,1,37,2,3,5,2-3-5
11787,91,1,37,2,3,5,2-3-5
11229,93,1,37,2,3,5,2-3-5
4244,96,1,37,2,3,5,2-3-5
12304,100,1,37,2,3,5,2-3-5
11191,102,1,37,2,3,5,2-3-5
11841,103,1,37,2,3,5,2-3-5
10138,106,1,37,2,3,5,2-3-5
12739,108,1,37,2,3,5,2-3-5
11185,111,1,37,2,3,5,2-3-5
12002,117,1,37,2,3,5,2-3-5
13223,121,1,37,2,3,5,2-3-5
12877,121,1,37,2,3,5,2-3-5
14279,122,1,37,2,3,5,2-3-5
11866,122,1,37,2,3,5,2-3-5
12305,125,1,37,2,3,5,2-3-5
10319,126,1,37,2,3,5,2-3-5
9944,127,1,37,2,3,5,2-3-5
14834,128,1,37,2,3,5,2-3-5
12502,130,1,37,2,3,5,2-3-5
14177,130,1,37,2,3,5,2-3-5
13949,131,1,37,2,3,5,2-3-5
5336,131,1,37,2,3,5,2-3-5
17442,135,1,37,2,3,5,2-3-5
1402,135,1,37,2,3,5,2-3-5
10549,135,1,37,2,3,5,2-3-5
13491,136,1,37,2,3,5,2-3-5
15926,77,1,36,2,3,5,2-3-5
16201,77,1,36,2,3,5,2-3-5
16049,80,1,36,2,3,5,2-3-5
15266,92,1,36,2,3,5,2-3-5
12971,96,1,36,2,3,5,2-3-5
12952,101,1,36,2,3,5,2-3-5
15909,104,1,36,2,3,5,2-3-5
13071,116,1,36,2,3,5,2-3-5
17468,117,1,36,2,3,5,2-3-5
12749,117,1,36,2,3,5,2-3-5
15259,118,1,36,2,3,5,2-3-5
15256,119,1,36,2,3,5,2-3-5
16013,121,1,36,2,3,5,2-3-5
7017,79,1,35,2,3,5,2-3-5
11125,81,1,35,2,3,5,2-3-5
13510,86,1,35,2,3,5,2-3-5
14875,88,1,35,2,3,5,2-3-5
16463,88,1,35,2,3,5,2-3-5
4356,90,1,35,2,3,5,2-3-5
12580,91,1,35,2,3,5,2-3-5
17381,92,1,35,2,3,5,2-3-5
13770,101,1,35,2,3,5,2-3-5
10880,110,1,35,2,3,5,2-3-5
1423,111,1,35,2,3,5,2-3-5
18024,112,1,35,2,3,5,2-3-5
12704,112,1,35,2,3,5,2-3-5
12559,112,1,35,2,3,5,2-3-5
14083,113,1,35,2,3,5,2-3-5
14837,115,1,35,2,3,5,2-3-5
8667,115,1,35,2,3,5,2-3-5
13759,118,1,35,2,3,5,2-3-5
10832,118,1,35,2,3,5,2-3-5
16894,124,1,35,2,3,5,2-3-5
10540,127,1,35,2,3,5,2-3-5
11224,127,1,35,2,3,5,2-3-5
14090,133,1,35,2,3,5,2-3-5
16496,136,1,35,2,3,5,2-3-5
16321,76,1,34,2,3,5,2-3-5
15705,81,1,34,2,3,5,2-3-5
17446,83,1,34,2,3,5,2-3-5
16237,84,1,34,2,3,5,2-3-5
16609,89,1,34,2,3,5,2-3-5
16246,93,1,34,2,3,5,2-3-5
16446,98,1,34,2,3,5,2-3-5
392,98,1,34,2,3,5,2-3-5
15841,104,1,34,2,3,5,2-3-5
17545,104,1,34,2,3,5,2-3-5
16313,115,1,34,2,3,5,2-3-5
15779,116,1,34,2,3,5,2-3-5
15395,117,1,34,2,3,5,2-3-5
14378,76,1,33,2,3,5,2-3-5
3202,79,1,33,2,3,5,2-3-5
13629,81,1,33,2,3,5,2-3-5
13950,95,1,33,2,3,5,2-3-5
12742,105,1,33,2,3,5,2-3-5
14171,106,1,33,2,3,5,2-3-5
14069,111,1,33,2,3,5,2-3-5
14898,113,1,33,2,3,5,2-3-5
12806,129,1,33,2,3,5,2-3-5
1843,129,1,33,2,3,5,2-3-5
13656,134,1,33,2,3,5,2-3-5
14000,136,1,33,2,3,5,2-3-5
17221,77,1,32,2,3,5,2-3-5
12449,77,1,32,2,3,5,2-3-5
10971,78,1,32,2,3,5,2-3-5
8369,79,1,32,2,3,5,2-3-5
6589,82,1,32,2,3,5,2-3-5
13638,84,1,32,2,3,5,2-3-5
2343,86,1,32,2,3,5,2-3-5
8082,87,1,32,2,3,5,2-3-5
12203,89,1,32,2,3,5,2-3-5
8372,93,1,32,2,3,5,2-3-5
10521,93,1,32,2,3,5,2-3-5
14206,93,1,32,2,3,5,2-3-5
10097,98,1,32,2,3,5,2-3-5
6904,100,1,32,2,3,5,2-3-5
7147,101,1,32,2,3,5,2-3-5
7120,105,1,32,2,3,5,2-3-5
12336,105,1,32,2,3,5,2-3-5
13126,105,1,32,2,3,5,2-3-5
12826,107,1,32,2,3,5,2-3-5
11184,107,1,32,2,3,5,2-3-5
5810,108,1,32,2,3,5,2-3-5
14361,111,1,32,2,3,5,2-3-5
7340,111,1,32,2,3,5,2-3-5
15519,113,1,32,2,3,5,2-3-5
17362,113,1,32,2,3,5,2-3-5
11158,116,1,32,2,3,5,2-3-5
15480,117,1,32,2,3,5,2-3-5
11102,118,1,32,2,3,5,2-3-5
18260,119,1,32,2,3,5,2-3-5
13626,120,1,32,2,3,5,2-3-5
8908,120,1,32,2,3,5,2-3-5
9177,123,1,32,2,3,5,2-3-5
12616,123,1,32,2,3,5,2-3-5
3394,125,1,32,2,3,5,2-3-5
6530,128,1,32,2,3,5,2-3-5
14881,131,1,32,2,3,5,2-3-5
10102,133,1,32,2,3,5,2-3-5
11903,133,1,32,2,3,5,2-3-5
5677,135,1,32,2,3,5,2-3-5
7002,82,1,31,2,3,5,2-3-5
6902,92,1,31,2,3,5,2-3-5
5422,94,1,31,2,3,5,2-3-5
16511,97,1,31,2,3,5,2-3-5
17681,100,1,31,2,3,5,2-3-5
16445,102,1,31,2,3,5,2-3-5
2357,108,1,31,2,3,5,2-3-5
5546,112,1,31,2,3,5,2-3-5
5203,115,1,31,2,3,5,2-3-5
6085,116,1,31,2,3,5,2-3-5
16161,116,1,31,2,3,5,2-3-5
3716,121,1,31,2,3,5,2-3-5
3431,122,1,31,2,3,5,2-3-5
11564,128,1,31,2,3,5,2-3-5
2377,128,1,31,2,3,5,2-3-5
17638,130,1,31,2,3,5,2-3-5
5556,135,1,31,2,3,5,2-3-5
10393,76,1,30,2,3,5,2-3-5
12465,79,1,30,2,3,5,2-3-5
8045,83,1,30,2,3,5,2-3-5
11741,86,1,30,2,3,5,2-3-5
10545,86,1,30,2,3,5,2-3-5
15064,95,1,30,2,3,5,2-3-5
12678,101,1,30,2,3,5,2-3-5
11751,106,1,30,2,3,5,2-3-5
9175,108,1,30,2,3,5,2-3-5
12498,114,1,30,2,3,5,2-3-5
13751,116,1,30,2,3,5,2-3-5
12132,123,1,30,2,3,5,2-3-5
3768,125,1,30,2,3,5,2-3-5
12338,126,1,30,2,3,5,2-3-5
12639,130,1,30,2,3,5,2-3-5
8075,131,1,30,2,3,5,2-3-5
9806,134,1,30,2,3,5,2-3-5
15678,135,1,30,2,3,5,2-3-5
12676,135,1,30,2,3,5,2-3-5
15800,79,1,29,2,3,5,2-3-5
11703,80,1,29,2,3,5,2-3-5
16279,81,1,29,2,3,5,2-3-5
15575,83,1,29,2,3,5,2-3-5
6341,83,1,29,2,3,5,2-3-5
11659,87,1,29,2,3,5,2-3-5
17433,95,1,29,2,3,5,2-3-5
16334,98,1,29,2,3,5,2-3-5
397,98,1,29,2,3,5,2-3-5
16924,101,1,29,2,3,5,2-3-5
5316,102,1,29,2,3,5,2-3-5
17862,109,1,29,2,3,5,2-3-5
15622,123,1,29,2,3,5,2-3-5
4856,124,1,29,2,3,5,2-3-5
13725,125,1,29,2,3,5,2-3-5
17865,129,1,29,2,3,5,2-3-5
17262,96,1,28,2,3,5,2-3-5
17250,110,1,28,2,3,5,2-3-5
15324,77,1,27,2,3,5,2-3-5
14213,78,1,27,2,3,5,2-3-5
16433,81,1,27,2,3,5,2-3-5
14247,84,1,27,2,3,5,2-3-5
13579,87,1,27,2,3,5,2-3-5
15649,88,1,27,2,3,5,2-3-5
15040,88,1,27,2,3,5,2-3-5
13850,89,1,27,2,3,5,2-3-5
5473,92,1,27,2,3,5,2-3-5
11380,94,1,27,2,3,5,2-3-5
5420,95,1,27,2,3,5,2-3-5
16849,96,1,27,2,3,5,2-3-5
587,96,1,27,2,3,5,2-3-5
15791,103,1,27,2,3,5,2-3-5
1518,105,1,27,2,3,5,2-3-5
14665,105,1,27,2,3,5,2-3-5
1553,111,1,27,2,3,5,2-3-5
17611,113,1,27,2,3,5,2-3-5
13857,115,1,27,2,3,5,2-3-5
6908,117,1,27,2,3,5,2-3-5
4912,117,1,27,2,3,5,2-3-5
1652,119,1,27,2,3,5,2-3-5
15285,119,1,27,2,3,5,2-3-5
15495,119,1,27,2,3,5,2-3-5
15247,120,1,27,2,3,5,2-3-5
5266,122,1,27,2,3,5,2-3-5
15046,125,1,27,2,3,5,2-3-5
16399,125,1,27,2,3,5,2-3-5
1650,125,1,27,2,3,5,2-3-5
15335,126,1,27,2,3,5,2-3-5
15464,128,1,27,2,3,5,2-3-5
14861,128,1,27,2,3,5,2-3-5
5057,129,1,27,2,3,5,2-3-5
10228,130,1,27,2,3,5,2-3-5
14835,132,1,27,2,3,5,2-3-5
4617,133,1,27,2,3,5,2-3-5
7003,133,1,27,2,3,5,2-3-5
1489,134,1,27,2,3,5,2-3-5
1536,136,1,27,2,3,5,2-3-5
6906,84,1,25,2,3,5,2-3-5
17801,86,1,25,2,3,5,2-3-5
16828,86,1,25,2,3,5,2-3-5
15069,89,1,25,2,3,5,2-3-5
17682,90,1,25,2,3,5,2-3-5
7013,91,1,25,2,3,5,2-3-5
17034,94,1,25,2,3,5,2-3-5
10855,94,1,25,2,3,5,2-3-5
7451,95,1,25,2,3,5,2-3-5
17974,96,1,25,2,3,5,2-3-5
11426,100,1,25,2,3,5,2-3-5
2693,101,1,25,2,3,5,2-3-5
15348,102,1,25,2,3,5,2-3-5
10857,104,1,25,2,3,5,2-3-5
14319,111,1,25,2,3,5,2-3-5
14772,111,1,25,2,3,5,2-3-5
15686,112,1,25,2,3,5,2-3-5
18427,112,1,25,2,3,5,2-3-5
18445,116,1,25,2,3,5,2-3-5
9572,118,1,25,2,3,5,2-3-5
17975,119,1,25,2,3,5,2-3-5
5474,119,1,25,2,3,5,2-3-5
18438,127,1,25,2,3,5,2-3-5
10120,127,1,25,2,3,5,2-3-5
10513,130,1,25,2,3,5,2-3-5
14848,132,1,25,2,3,5,2-3-5
9494,79,1,24,2,3,5,2-3-5
2201,83,1,24,2,3,5,2-3-5
7143,96,1,24,2,3,5,2-3-5
11080,115,1,24,2,3,5,2-3-5
2951,127,1,24,2,3,5,2-3-5
9390,89,1,23,2,3,5,2-3-5
14795,90,1,23,2,3,5,2-3-5
16856,91,1,23,2,3,5,2-3-5
10079,97,1,23,2,3,5,2-3-5
16173,98,1,23,2,3,5,2-3-5
11543,100,1,23,2,3,5,2-3-5
17914,102,1,23,2,3,5,2-3-5
11486,103,1,23,2,3,5,2-3-5
16601,107,1,23,2,3,5,2-3-5
15852,111,1,23,2,3,5,2-3-5
14685,114,1,23,2,3,5,2-3-5
7797,115,1,23,2,3,5,2-3-5
9775,119,1,23,2,3,5,2-3-5
15213,119,1,23,2,3,5,2-3-5
16749,122,1,23,2,3,5,2-3-5
8479,123,1,23,2,3,5,2-3-5
13885,124,1,23,2,3,5,2-3-5
17908,132,1,23,2,3,5,2-3-5
16651,133,1,23,2,3,5,2-3-5
17414,135,1,23,2,3,5,2-3-5
13839,135,1,23,2,3,5,2-3-5
16645,136,1,23,2,3,5,2-3-5
1456,76,1,22,2,3,5,2-3-5
8848,77,1,22,2,3,5,2-3-5
