customer_key,order_count,unique_purchase_days,total_spent,first_purchase_date,last_purchase_date,loyalty_segment,avg_spend_per_order
4583,2,2,4956,2012-11-27,2013-12-09,Occasional,2478
5514,2,2,9295,2012-11-28,2013-08-07,Occasional,4647.5
2978,2,2,7083,2012-11-28,2013-06-23,Occasional,3541.5
13477,2,2,4683,2012-11-28,2013-05-30,Occasional,2341.5
8904,2,2,6426,2012-11-28,2013-11-14,Occasional,3213
16489,2,2,2106,2012-11-30,2013-12-15,Occasional,1053
6981,2,2,4294,2012-12-02,2013-10-18,Occasional,2147
6945,2,2,3851,2012-12-03,2013-08-19,Occasional,1925.5
5026,2,2,5996,2012-12-03,2013-12-06,Occasional,2998
5477,2,2,9341,2012-12-04,2013-08-15,Occasional,4670.5
4965,2,2,6221,2012-12-07,2013-09-21,Occasional,3110.5
3474,2,2,6709,2012-12-07,2013-07-24,Occasional,3354.5
1864,2,2,8914,2012-12-08,2013-11-29,Occasional,4457
4753,2,2,8774,2012-12-08,2013-11-24,Occasional,4387
2985,2,2,3282,2012-12-09,2013-03-09,Occasional,1641
5029,2,2,5948,2012-12-09,2013-12-15,Occasional,2974
4834,2,2,4682,2012-12-10,2013-05-03,Occasional,2341
5570,2,2,6119,2012-12-13,2013-01-05,Occasional,3059.5
5561,2,2,9259,2012-12-16,2013-12-24,Occasional,4629.5
16461,2,2,6631,2012-12-17,2013-10-25,Occasional,3315.5
13504,2,2,4737,2012-12-17,2013-07-30,Occasional,2368.5
3482,2,2,6680,2012-12-18,2013-07-28,Occasional,3340
8317,2,2,3701,2012-12-19,2013-11-29,Occasional,1850.5
5030,2,2,5948,2012-12-20,2013-12-06,Occasional,2974
1847,2,2,8851,2012-12-21,2013-11-18,Occasional,4425.5
5340,2,2,6338,2012-12-23,2013-01-07,Occasional,3169
10669,2,2,3372,2012-12-23,2013-06-21,Occasional,1686
1834,2,2,8703,2012-12-24,2013-11-02,Occasional,4351.5
2977,2,2,9059,2012-12-24,2013-06-15,Occasional,4529.5
4735,2,2,8817,2012-12-25,2013-11-28,Occasional,4408.5
13478,2,2,6604,2012-12-26,2013-07-05,Occasional,3302
4960,2,2,6196,2012-12-27,2013-09-09,Occasional,3098
747,2,2,147,2013-01-28,2013-11-09,Occasional,73.5
2016,2,2,155,2013-01-28,2013-05-08,Occasional,77.5
3558,2,2,188,2013-01-29,2014-01-23,Occasional,94
8089,2,2,24,2013-01-31,2013-11-05,Occasional,12
5512,2,2,117,2013-02-02,2013-07-15,Occasional,58.5
6079,2,2,275,2013-02-04,2013-03-19,Occasional,137.5
1092,2,2,172,2013-02-05,2013-09-02,Occasional,86
261,2,2,151,2013-02-05,2013-06-23,Occasional,75.5
5667,2,2,299,2013-02-07,2013-07-26,Occasional,149.5
3232,2,2,202,2013-02-08,2013-07-25,Occasional,101
234,2,2,391,2013-02-08,2013-06-08,Occasional,195.5
2816,2,2,203,2013-02-09,2013-09-28,Occasional,101.5
4721,2,2,140,2013-02-10,2013-11-25,Occasional,70
10253,2,2,188,2013-02-10,2013-02-15,Occasional,94
9105,2,2,66,2013-02-12,2013-02-27,Occasional,33
3074,2,2,227,2013-02-13,2013-10-21,Occasional,113.5
8727,2,2,64,2013-02-14,2013-02-26,Occasional,32
5460,2,2,117,2013-02-14,2013-04-04,Occasional,58.5
980,2,2,7134,2013-02-14,2013-05-08,Occasional,3567
5594,2,2,125,2013-02-15,2013-05-19,Occasional,62.5
820,2,2,96,2013-02-15,2014-01-16,Occasional,48
1047,2,2,62,2013-02-17,2013-04-18,Occasional,31
5612,2,2,76,2013-02-17,2013-11-28,Occasional,38
951,2,2,250,2013-02-17,2013-11-07,Occasional,125
715,2,2,94,2013-02-18,2013-05-14,Occasional,47
7287,2,2,282,2013-02-19,2013-12-04,Occasional,141
6706,2,2,37,2013-02-19,2013-10-26,Occasional,18.5
1114,2,2,7056,2013-02-19,2013-06-01,Occasional,3528
5695,2,2,148,2013-02-21,2013-09-27,Occasional,74
227,2,2,37,2013-02-21,2013-03-31,Occasional,18.5
1052,2,2,190,2013-02-23,2013-05-31,Occasional,95
8799,2,2,198,2013-02-24,2013-10-03,Occasional,99
88,2,2,200,2013-02-25,2013-08-09,Occasional,100
5842,2,2,197,2013-02-25,2013-05-29,Occasional,98.5
6815,2,2,304,2013-02-25,2013-11-23,Occasional,152
4687,2,2,143,2013-02-26,2013-11-15,Occasional,71.5
5104,2,2,5537,2013-02-27,2013-08-05,Occasional,2768.5
7326,2,2,179,2013-03-01,2013-05-20,Occasional,89.5
6881,2,2,39,2013-03-03,2013-12-25,Occasional,19.5
8620,2,2,112,2013-03-05,2013-07-19,Occasional,56
782,2,2,298,2013-03-06,2013-12-09,Occasional,149
939,2,2,43,2013-03-07,2014-01-09,Occasional,21.5
6298,2,2,118,2013-03-07,2013-05-23,Occasional,59
6724,2,2,154,2013-03-09,2013-10-05,Occasional,77
1162,2,2,207,2013-03-09,2013-11-25,Occasional,103.5
5606,2,2,136,2013-03-11,2013-12-23,Occasional,68
4792,2,2,42,2013-03-11,2013-12-02,Occasional,21
7715,2,2,24,2013-03-11,2013-06-26,Occasional,12
7827,2,2,260,2013-03-13,2013-11-17,Occasional,130
3718,2,2,202,2013-03-13,2013-05-09,Occasional,101
1102,2,2,192,2013-03-14,2013-06-06,Occasional,96
8002,2,2,162,2013-03-14,2013-08-04,Occasional,81
8572,2,2,161,2013-03-16,2013-10-07,Occasional,80.5
5490,2,2,236,2013-03-16,2013-05-09,Occasional,118
2182,2,2,274,2013-03-17,2013-11-02,Occasional,137
7555,2,2,226,2013-03-17,2013-04-03,Occasional,113
3531,2,2,73,2013-03-20,2013-11-14,Occasional,36.5
6469,2,2,199,2013-03-21,2013-11-10,Occasional,99.5
784,2,2,250,2013-03-23,2013-05-11,Occasional,125
5201,2,2,237,2013-03-23,2013-04-24,Occasional,118.5
7933,2,2,129,2013-03-24,2013-05-15,Occasional,64.5
323,2,2,44,2013-03-24,2013-05-21,Occasional,22
8974,2,2,153,2013-03-25,2013-09-06,Occasional,76.5
306,2,2,147,2013-03-25,2013-08-04,Occasional,73.5
4616,2,2,70,2013-03-26,2013-12-28,Occasional,35
859,2,2,185,2013-03-27,2013-07-12,Occasional,92.5
891,2,2,224,2013-03-29,2013-07-05,Occasional,112
2789,2,2,201,2013-03-30,2013-10-18,Occasional,100.5
6643,2,2,51,2013-03-30,2013-12-13,Occasional,25.5
4187,2,2,180,2013-03-31,2014-01-05,Occasional,90
6703,2,2,80,2013-04-03,2013-10-08,Occasional,40
3424,2,2,300,2013-04-04,2013-05-15,Occasional,150
533,2,2,44,2013-04-05,2013-12-27,Occasional,22
2695,2,2,176,2013-04-05,2013-09-30,Occasional,88
222,2,2,46,2013-04-07,2013-10-17,Occasional,23
4262,2,2,94,2013-04-08,2013-07-28,Occasional,47
1127,2,2,81,2013-04-08,2013-08-15,Occasional,40.5
7279,2,2,299,2013-04-09,2013-07-16,Occasional,149.5
3173,2,2,99,2013-04-09,2013-09-18,Occasional,49.5
2046,2,2,132,2013-04-10,2013-07-17,Occasional,66
6482,2,2,267,2013-04-11,2013-05-03,Occasional,133.5
1100,2,2,62,2013-04-11,2013-11-05,Occasional,31
745,2,2,142,2013-04-13,2013-08-27,Occasional,71
972,2,2,298,2013-04-15,2013-11-25,Occasional,149
4148,2,2,191,2013-04-19,2013-08-06,Occasional,95.5
4600,2,2,151,2013-04-19,2013-12-29,Occasional,75.5
5179,2,2,179,2013-04-19,2013-11-19,Occasional,89.5
6227,2,2,250,2013-04-20,2013-06-05,Occasional,125
1628,2,2,129,2013-04-21,2013-06-30,Occasional,64.5
6496,2,2,190,2013-04-22,2013-10-08,Occasional,95
7207,2,2,154,2013-04-22,2013-07-05,Occasional,77
1933,2,2,67,2013-04-26,2013-10-27,Occasional,33.5
2786,2,2,192,2013-04-29,2013-06-17,Occasional,96
933,2,2,324,2013-04-29,2013-07-25,Occasional,162
4829,2,2,172,2013-05-02,2013-11-13,Occasional,86
8400,2,2,315,2013-05-02,2013-06-11,Occasional,157.5
6291,2,2,111,2013-05-03,2013-08-13,Occasional,55.5
3042,2,2,7130,2013-05-04,2013-09-06,Occasional,3565
2910,2,2,7199,2013-05-05,2013-09-03,Occasional,3599.5
1804,2,2,314,2013-05-06,2014-01-15,Occasional,157
2015,2,2,265,2013-05-06,2014-01-10,Occasional,132.5
4613,2,2,150,2013-05-08,2013-06-28,Occasional,75
1158,2,2,43,2013-05-10,2013-11-29,Occasional,21.5
1377,2,2,175,2013-05-10,2013-06-04,Occasional,87.5
731,2,2,298,2013-05-11,2014-01-08,Occasional,149
843,2,2,217,2013-05-12,2013-12-04,Occasional,108.5
5927,2,2,63,2013-05-13,2013-12-20,Occasional,31.5
3523,2,2,197,2013-05-14,2013-09-24,Occasional,98.5
6764,2,2,38,2013-05-15,2013-10-09,Occasional,19
142,2,2,254,2013-05-16,2013-09-28,Occasional,127
5699,2,2,230,2013-05-17,2014-01-10,Occasional,115
8752,2,2,37,2013-05-17,2013-08-27,Occasional,18.5
2043,2,2,178,2013-05-23,2013-10-22,Occasional,89
1730,2,2,63,2013-05-29,2013-08-06,Occasional,31.5
675,2,2,96,2013-05-30,2013-08-18,Occasional,48
8623,2,2,61,2013-06-05,2013-07-28,Occasional,30.5
8148,2,2,227,2013-06-05,2013-10-01,Occasional,113.5
4177,2,2,6998,2013-06-05,2013-10-23,Occasional,3499
5344,2,2,58,2013-06-07,2013-10-31,Occasional,29
5488,2,2,143,2013-06-08,2013-07-17,Occasional,71.5
5848,2,2,278,2013-06-14,2013-11-22,Occasional,139
722,2,2,123,2013-06-15,2013-10-17,Occasional,61.5
852,2,2,185,2013-06-16,2013-12-05,Occasional,92.5
4722,2,2,189,2013-06-17,2013-10-06,Occasional,94.5
5683,2,2,67,2013-06-18,2013-11-09,Occasional,33.5
877,2,2,153,2013-06-19,2013-09-24,Occasional,76.5
7412,2,2,57,2013-06-19,2013-07-22,Occasional,28.5
6620,2,2,334,2013-06-20,2013-11-21,Occasional,167
1934,2,2,349,2013-06-22,2013-06-29,Occasional,174.5
4603,2,2,134,2013-06-22,2013-12-15,Occasional,67
8956,2,2,209,2013-06-22,2013-08-25,Occasional,104.5
4823,2,2,43,2013-06-22,2013-10-11,Occasional,21.5
4236,2,2,261,2013-06-24,2013-08-27,Occasional,130.5
2027,2,2,256,2013-06-27,2013-12-06,Occasional,128
5682,2,2,69,2013-06-29,2013-07-09,Occasional,34.5
5933,2,2,14,2013-06-29,2013-09-02,Occasional,7
1957,2,2,220,2013-06-29,2013-10-26,Occasional,110
1147,2,2,321,2013-06-29,2013-11-08,Occasional,160.5
6253,2,2,111,2013-06-30,2013-09-28,Occasional,55.5
3320,2,2,332,2013-07-01,2013-12-05,Occasional,166
1612,2,2,109,2013-07-01,2013-12-04,Occasional,54.5
1140,2,2,103,2013-07-02,2013-12-20,Occasional,51.5
2151,2,2,159,2013-07-02,2013-08-05,Occasional,79.5
8579,2,2,91,2013-07-04,2013-12-06,Occasional,45.5
4567,2,2,7319,2013-07-07,2013-12-07,Occasional,3659.5
10252,2,2,191,2013-07-08,2013-08-01,Occasional,95.5
796,2,2,145,2013-07-12,2013-11-25,Occasional,72.5
3279,2,2,348,2013-07-19,2013-08-24,Occasional,174
875,2,2,72,2013-07-19,2014-01-18,Occasional,36
1894,2,2,49,2013-07-21,2013-12-14,Occasional,24.5
2517,2,2,44,2013-07-22,2013-08-16,Occasional,22
4568,2,2,7015,2013-07-22,2013-12-07,Occasional,3507.5
3035,2,2,204,2013-07-23,2013-12-09,Occasional,102
8105,2,2,170,2013-07-24,2014-01-20,Occasional,85
158,2,2,41,2013-07-24,2013-09-11,Occasional,20.5
673,2,2,137,2013-07-25,2013-09-18,Occasional,68.5
1555,2,2,206,2013-07-27,2013-10-18,Occasional,103
3788,2,2,257,2013-07-28,2013-11-29,Occasional,128.5
783,2,2,345,2013-08-02,2013-09-16,Occasional,172.5
2666,2,2,154,2013-08-02,2014-01-14,Occasional,77
5734,2,2,35,2013-08-04,2013-08-06,Occasional,17.5
7222,2,2,64,2013-08-09,2013-08-26,Occasional,32
5706,2,2,116,2013-08-10,2013-11-10,Occasional,58
963,2,2,103,2013-08-11,2013-08-16,Occasional,51.5
215,2,2,162,2013-08-14,2013-11-19,Occasional,81
1023,2,2,306,2013-08-16,2013-09-02,Occasional,153
8570,2,2,112,2013-08-17,2013-11-18,Occasional,56
3176,2,2,233,2013-08-17,2014-01-13,Occasional,116.5
5171,2,2,189,2013-08-18,2014-01-28,Occasional,94.5
10066,2,2,1548,2013-08-19,2013-12-12,Occasional,774
6681,2,2,292,2013-08-19,2014-01-15,Occasional,146
7729,2,2,80,2013-08-21,2013-10-16,Occasional,40
270,2,2,42,2013-08-22,2013-09-10,Occasional,21
5039,2,2,84,2013-08-22,2013-12-10,Occasional,42
7262,2,2,104,2013-08-30,2013-09-02,Occasional,52
1983,2,2,76,2013-08-30,2013-10-03,Occasional,38
1305,2,2,211,2013-09-02,2013-12-28,Occasional,105.5
864,2,2,48,2013-09-03,2013-09-04,Occasional,24
949,2,2,182,2013-09-06,2013-10-06,Occasional,91
2024,2,2,189,2013-09-07,2013-12-30,Occasional,94.5
1049,2,2,322,2013-09-11,2013-11-26,Occasional,161
5691,2,2,236,2013-09-12,2013-10-01,Occasional,118
5666,2,2,82,2013-09-19,2013-10-30,Occasional,41
7265,2,2,140,2013-09-21,2013-10-18,Occasional,70
1044,2,2,122,2013-09-21,2013-12-13,Occasional,61
5707,2,2,111,2013-09-22,2013-09-30,Occasional,55.5
8151,2,2,66,2013-09-24,2014-01-07,Occasional,33
7327,2,2,116,2013-09-25,2014-01-09,Occasional,58
5935,2,2,87,2013-09-25,2013-10-21,Occasional,43.5
3987,2,2,187,2013-09-26,2014-01-16,Occasional,93.5
2962,2,2,307,2013-10-01,2014-01-16,Occasional,153.5
1289,2,2,266,2013-10-01,2014-01-09,Occasional,133
1311,2,2,244,2013-10-12,2013-10-22,Occasional,122
788,2,2,250,2013-10-13,2013-11-05,Occasional,125
6504,2,2,239,2013-10-13,2013-12-26,Occasional,119.5
2185,2,2,221,2013-10-17,2013-12-03,Occasional,110.5
639,2,1,147,2013-10-19,2013-10-19,Occasional,73.5
7263,2,2,236,2013-10-20,2013-12-23,Occasional,118
5402,2,2,172,2013-10-24,2013-11-08,Occasional,86
1974,2,2,172,2013-10-24,2013-12-24,Occasional,86
220,2,2,39,2013-10-29,2014-01-24,Occasional,19.5
7216,2,1,169,2013-10-31,2013-10-31,Occasional,84.5
8201,2,2,209,2013-11-05,2013-12-29,Occasional,104.5
882,2,2,149,2013-12-02,2013-12-17,Occasional,74.5
5850,2,2,347,2013-12-04,2014-01-05,Occasional,173.5
2799,2,2,137,2013-12-05,2014-01-05,Occasional,68.5
2413,2,2,63,2013-12-09,2013-12-20,Occasional,31.5
1741,2,2,254,2013-12-24,2013-12-31,Occasional,127
5521,2,2,5847,2011-01-04,2013-04-06,Occasional,2923.5
5630,2,2,8253,2011-01-06,2013-12-10,Occasional,4126.5
16637,2,2,6081,2011-01-11,2013-11-26,Occasional,3040.5
5624,2,2,8363,2011-01-19,2013-12-08,Occasional,4181.5
5529,2,2,5818,2011-01-24,2013-06-21,Occasional,2909
5741,2,2,8542,2011-01-31,2013-02-14,Occasional,4271
6048,2,2,4347,2011-02-02,2013-04-02,Occasional,2173.5
17071,2,2,6067,2011-02-11,2013-12-09,Occasional,3033.5
5639,2,2,8294,2011-02-12,2013-12-14,Occasional,4147
2515,2,2,8363,2011-02-17,2013-12-03,Occasional,4181.5
11009,2,2,4159,2011-02-19,2013-12-09,Occasional,2079.5
5714,2,2,8533,2011-02-23,2013-02-08,Occasional,4266.5
2539,2,2,8273,2011-02-24,2013-12-04,Occasional,4136.5
2544,2,2,8288,2011-02-26,2013-12-24,Occasional,4144
5692,2,2,4471,2011-02-28,2013-03-13,Occasional,2235.5
17157,2,2,6067,2011-03-01,2013-12-07,Occasional,3033.5
6310,2,2,8473,2011-03-02,2013-06-07,Occasional,4236.5
6295,2,2,4355,2011-03-09,2013-11-05,Occasional,2177.5
6250,2,2,4426,2011-03-14,2013-09-26,Occasional,2213
2784,2,2,8345,2011-03-18,2013-09-08,Occasional,4172.5
2848,2,2,8183,2011-03-20,2013-09-02,Occasional,4091.5
14887,2,2,4697,2011-03-21,2013-08-16,Occasional,2348.5
6242,2,2,4452,2011-03-21,2013-08-21,Occasional,2226
11118,2,2,4158,2011-03-22,2013-07-14,Occasional,2079
1220,2,2,8287,2011-03-24,2013-07-27,Occasional,4143.5
9150,2,2,6325,2011-03-27,2013-08-06,Occasional,3162.5
6257,2,2,4362,2011-03-30,2013-09-23,Occasional,2181
6511,2,2,4369,2011-04-03,2013-12-18,Occasional,2184.5
7190,2,2,4118,2011-04-04,2013-05-26,Occasional,2059
6355,2,2,8472,2011-04-04,2013-07-14,Occasional,4236
17245,2,2,6126,2011-04-07,2013-12-13,Occasional,3063
17298,2,2,5989,2011-04-07,2013-12-06,Occasional,2994.5
3592,2,2,2199,2011-04-07,2013-07-09,Occasional,1099.5
3604,2,2,6053,2011-04-07,2013-07-28,Occasional,3026.5
6916,2,2,6100,2011-04-10,2013-09-07,Occasional,3050
17299,2,2,4898,2011-04-11,2013-01-06,Occasional,2449
6726,2,2,5818,2011-04-19,2013-06-13,Occasional,2909
6910,2,2,5899,2011-04-21,2013-08-06,Occasional,2949.5
1262,2,2,8363,2011-04-22,2013-08-21,Occasional,4181.5
6924,2,2,5872,2011-04-26,2013-10-24,Occasional,2936
7244,2,2,8501,2011-05-06,2013-01-07,Occasional,4250.5
7206,2,2,8569,2011-05-08,2013-01-09,Occasional,4284.5
7210,2,2,8569,2011-05-10,2013-01-09,Occasional,4284.5
7204,2,2,4172,2011-05-11,2013-11-16,Occasional,2086
7256,2,2,8510,2011-05-12,2013-07-31,Occasional,4255
14568,2,2,1938,2011-05-12,2013-10-09,Occasional,969
17771,2,2,4425,2011-05-13,2013-02-18,Occasional,2212.5
3721,2,2,8220,2011-05-14,2013-10-25,Occasional,4110
3640,2,2,2264,2011-05-15,2013-07-15,Occasional,1132
7223,2,2,8505,2011-05-15,2013-01-19,Occasional,4252.5
14943,2,2,4599,2011-05-16,2013-09-19,Occasional,2299.5
2791,2,2,4497,2011-05-17,2013-02-03,Occasional,2248.5
17679,2,2,4337,2011-05-24,2013-02-11,Occasional,2168.5
7249,2,2,8480,2011-05-25,2013-02-25,Occasional,4240
11183,2,2,6076,2011-05-26,2013-06-28,Occasional,3038
7240,2,2,8473,2011-05-26,2012-12-28,Occasional,4236.5
3635,2,2,2237,2011-05-30,2013-07-26,Occasional,1118.5
7253,2,2,8464,2011-05-30,2013-02-08,Occasional,4232
7203,2,2,4143,2011-05-30,2013-11-16,Occasional,2071.5
3778,2,2,8288,2011-06-02,2013-10-23,Occasional,4144
14976,2,2,5825,2011-06-02,2013-07-16,Occasional,2912.5
14953,2,2,4617,2011-06-04,2013-09-10,Occasional,2308.5
3141,2,2,4497,2011-06-06,2013-07-03,Occasional,2248.5
6997,2,2,3153,2011-06-07,2013-09-29,Occasional,1576.5
7488,2,2,8464,2011-06-07,2013-03-19,Occasional,4232
7289,2,2,8606,2011-06-07,2013-02-05,Occasional,4303
18112,2,2,4389,2011-06-09,2013-06-07,Occasional,2194.5
7309,2,2,8480,2011-06-10,2013-02-03,Occasional,4240
7469,2,2,5333,2011-06-14,2013-01-03,Occasional,2666.5
18045,2,2,4320,2011-06-18,2013-06-04,Occasional,2160
14710,2,2,2007,2011-06-19,2013-11-21,Occasional,1003.5
18020,2,2,4425,2011-06-20,2013-06-02,Occasional,2212.5
3648,2,2,2387,2011-06-20,2013-08-23,Occasional,1193.5
7693,2,2,8478,2011-06-23,2013-02-28,Occasional,4239
3832,2,2,8231,2011-06-27,2013-11-13,Occasional,4115.5
7692,2,2,8583,2011-06-28,2013-03-21,Occasional,4291.5
18275,2,2,4479,2011-07-05,2013-10-03,Occasional,2239.5
18276,2,2,4347,2011-07-06,2013-09-30,Occasional,2173.5
14714,2,2,2057,2011-07-07,2013-11-08,Occasional,1028.5
18205,2,2,4320,2011-07-08,2013-07-07,Occasional,2160
7741,2,2,8569,2011-07-08,2013-03-11,Occasional,4284.5
14715,2,2,2007,2011-07-15,2013-11-27,Occasional,1003.5
3862,2,2,8297,2011-07-19,2013-11-02,Occasional,4148.5
11890,2,2,5989,2011-07-20,2013-11-25,Occasional,2994.5
18222,2,2,4320,2011-07-20,2013-07-03,Occasional,2160
8095,2,2,8464,2011-07-21,2013-04-03,Occasional,4232
3727,2,2,2182,2011-07-25,2013-08-21,Occasional,1091
18224,2,2,4425,2011-07-28,2013-08-08,Occasional,2212.5
8423,2,2,3638,2011-07-30,2013-01-24,Occasional,1819
8569,2,2,8503,2011-08-01,2013-04-26,Occasional,4251.5
8614,2,2,8606,2011-08-01,2013-05-14,Occasional,4303
1521,2,2,8238,2011-08-02,2013-10-12,Occasional,4119
12058,2,2,6115,2011-08-03,2013-12-22,Occasional,3057.5
3733,2,2,3249,2011-08-04,2013-12-04,Occasional,1624.5
218,2,2,8273,2011-08-10,2013-02-14,Occasional,4136.5
8556,2,2,8623,2011-08-11,2013-04-16,Occasional,4311.5
9563,2,2,5988,2011-08-14,2013-12-22,Occasional,2994
14824,2,2,3706,2011-08-14,2013-08-12,Occasional,1853
12075,2,2,6115,2011-08-18,2013-12-06,Occasional,3057.5
12114,2,2,6067,2011-08-19,2013-12-03,Occasional,3033.5
8606,2,2,5384,2011-08-19,2013-06-24,Occasional,2692
14823,2,2,3638,2011-08-19,2013-08-15,Occasional,1819
14820,2,2,3692,2011-08-20,2013-08-13,Occasional,1846
8612,2,2,8497,2011-08-21,2013-05-28,Occasional,4248.5
8096,2,2,8569,2011-08-22,2013-04-09,Occasional,4284.5
8557,2,2,8478,2011-08-24,2013-04-14,Occasional,4239
14822,2,2,3791,2011-08-25,2013-08-24,Occasional,1895.5
3745,2,2,2204,2011-08-31,2013-09-21,Occasional,1102
297,2,2,8192,2011-09-01,2013-01-29,Occasional,4096
12352,2,2,4898,2011-09-06,2013-05-16,Occasional,2449
290,2,2,8200,2011-09-08,2013-01-16,Occasional,4100
320,2,2,8295,2011-09-09,2013-02-24,Occasional,4147.5
267,2,2,8260,2011-09-10,2013-01-20,Occasional,4130
14830,2,2,3836,2011-09-12,2013-08-30,Occasional,1918
14999,2,2,4720,2011-09-14,2013-11-02,Occasional,2360
4084,2,2,8183,2011-09-15,2013-11-29,Occasional,4091.5
539,2,2,8190,2011-09-16,2013-03-01,Occasional,4095
8622,2,2,8464,2011-09-17,2013-05-05,Occasional,4232
326,2,2,8364,2011-09-19,2013-01-31,Occasional,4182
4088,2,2,8300,2011-09-21,2013-12-27,Occasional,4150
8960,2,2,8569,2011-09-25,2013-06-23,Occasional,4284.5
8957,2,2,8503,2011-09-26,2013-06-25,Occasional,4251.5
14833,2,2,3669,2011-09-29,2013-09-26,Occasional,1834.5
9159,2,2,4223,2011-10-01,2013-01-31,Occasional,2111.5
817,2,2,8323,2011-10-02,2013-02-20,Occasional,4161.5
15051,2,2,4695,2011-10-02,2013-11-17,Occasional,2347.5
15016,2,2,4615,2011-10-04,2013-10-29,Occasional,2307.5
8969,2,2,8464,2011-10-07,2013-06-09,Occasional,4232
9008,2,2,5615,2011-10-09,2013-08-30,Occasional,2807.5
8976,2,2,8569,2011-10-09,2013-06-29,Occasional,4284.5
818,2,2,8218,2011-10-13,2013-02-12,Occasional,4109
15015,2,2,4784,2011-10-14,2013-11-12,Occasional,2392
799,2,2,8273,2011-10-15,2013-06-11,Occasional,4136.5
12732,2,2,4898,2011-10-15,2013-07-04,Occasional,2449
812,2,2,8218,2011-10-15,2013-06-17,Occasional,4109
15017,2,2,4777,2011-10-17,2013-11-11,Occasional,2388.5
9245,2,2,8464,2011-10-18,2013-06-13,Occasional,4232
819,2,2,8349,2011-10-21,2013-01-30,Occasional,4174.5
9217,2,2,5432,2011-10-23,2013-06-04,Occasional,2716
3757,2,2,2387,2011-10-26,2013-09-03,Occasional,1193.5
664,2,2,8313,2011-10-28,2013-02-15,Occasional,4156.5
9229,2,2,8606,2011-10-28,2013-05-30,Occasional,4303
938,2,2,8183,2011-10-29,2013-07-02,Occasional,4091.5
3913,2,2,2264,2011-10-29,2013-10-13,Occasional,1132
13285,2,2,4837,2011-10-30,2013-11-07,Occasional,2418.5
9448,2,2,8478,2011-10-30,2013-07-26,Occasional,4239
9427,2,2,4139,2011-11-01,2013-03-09,Occasional,2069.5
14929,2,2,2033,2011-11-03,2013-11-04,Occasional,1016.5
1164,2,2,8288,2011-11-05,2013-03-04,Occasional,4144
1142,2,2,8399,2011-11-05,2013-03-10,Occasional,4199.5
1095,2,2,8282,2011-11-05,2013-07-25,Occasional,4141
1831,2,2,8210,2011-11-10,2013-12-27,Occasional,4105
1028,2,2,8233,2011-11-10,2013-07-26,Occasional,4116.5
1073,2,2,8246,2011-11-12,2013-03-12,Occasional,4123
9430,2,2,5448,2011-11-12,2013-08-28,Occasional,2724
9262,2,2,5384,2011-11-13,2013-07-30,Occasional,2692
1111,2,2,8183,2011-11-14,2013-07-27,Occasional,4091.5
1844,2,2,8338,2011-11-14,2013-12-04,Occasional,4169
9452,2,2,8497,2011-11-17,2013-07-16,Occasional,4248.5
1060,2,2,8295,2011-11-22,2013-02-22,Occasional,4147.5
1076,2,2,8253,2011-11-22,2013-07-25,Occasional,4126.5
9419,2,2,4277,2011-11-22,2013-02-25,Occasional,2138.5
3952,2,2,4223,2011-11-22,2013-02-05,Occasional,2111.5
9996,2,2,4127,2011-11-29,2013-04-23,Occasional,2063.5
4056,2,2,4248,2011-11-30,2013-07-19,Occasional,2124
1443,2,2,8220,2011-11-30,2013-08-02,Occasional,4110
1022,2,2,4044,2011-12-03,2013-05-13,Occasional,2022
1436,2,2,8240,2011-12-04,2013-07-29,Occasional,4120
2565,2,2,8315,2011-12-05,2013-12-04,Occasional,4157.5
9992,2,2,4118,2011-12-05,2013-04-27,Occasional,2059
1175,2,2,8168,2011-12-06,2013-03-22,Occasional,4084
1247,2,2,3947,2011-12-06,2013-06-16,Occasional,1973.5
1447,2,2,8288,2011-12-08,2013-08-25,Occasional,4144
1439,2,2,8218,2011-12-09,2013-04-06,Occasional,4109
1014,2,2,3950,2011-12-09,2013-03-09,Occasional,1975
3916,2,2,2237,2011-12-10,2013-10-28,Occasional,1118.5
4006,2,2,2272,2011-12-16,2013-10-12,Occasional,1136
8905,2,2,6012,2011-12-17,2013-10-09,Occasional,3006
1785,2,2,8305,2011-12-19,2013-09-06,Occasional,4152.5
9816,2,2,4118,2011-12-19,2013-03-06,Occasional,2059
1781,2,2,8260,2011-12-21,2013-09-17,Occasional,4130
15098,2,2,5773,2011-12-21,2013-08-22,Occasional,2886.5
3915,2,2,2291,2011-12-21,2013-10-24,Occasional,1145.5
9986,2,2,4118,2011-12-21,2013-04-05,Occasional,2059
9626,2,2,8472,2011-12-22,2013-08-08,Occasional,4236
1770,2,2,8313,2011-12-23,2013-08-09,Occasional,4156.5
1913,2,2,8218,2011-12-27,2013-10-24,Occasional,4109
10167,2,2,7370,2011-12-31,2013-08-09,Occasional,3685
2060,2,2,3183,2012-01-01,2012-12-30,Occasional,1591.5
2086,2,2,3183,2012-01-01,2013-06-09,Occasional,1591.5
2094,2,2,7073,2012-01-02,2013-04-23,Occasional,3536.5
2227,2,2,9067,2012-01-04,2013-11-25,Occasional,4533.5
1981,2,2,9030,2012-01-05,2013-04-04,Occasional,4515
10184,2,2,9283,2012-01-05,2013-08-14,Occasional,4641.5
2058,2,2,3459,2012-01-06,2013-11-05,Occasional,1729.5
2987,2,2,2893,2012-01-08,2013-03-23,Occasional,1446.5
