audit_id,table_name,load_type,records_loaded,load_started_at,load_ended_at,load_timestamp,status,error_message,file_name,dag_id,run_id
122,raw_erp_cust_az12,incremental,877,2025-07-07 08:57:40.934114,2025-07-07 09:06:16.204089,2025-07-07 09:06:16.204089,success,,cust_az12_inc_20250707_0857.csv,incremental_load_dag,scheduled__2025-07-07T08:56:00+00:00
123,raw_crm_cust_info,incremental,1869,2025-07-04 20:18:53.134433,2025-07-04 20:18:53.960125,2025-07-04 20:18:53.960125,success,,cust_info_inc_20250704_2018.csv,emergency_reload_dag,scheduled__2025-07-04T20:16:00+00:00
124,raw_crm_sales_details,incremental,20191,2025-07-05 11:00:25.686237,2025-07-05 11:00:31.344307,2025-07-05 11:00:31.344307,success,,sales_details_inc_20250705_1100.csv,daily_refresh_dag,scheduled__2025-07-05T11:00:00+00:00
125,raw_erp_cust_az12,incremental,1051,2025-07-08 11:12:12.154391,2025-07-08 11:12:13.321175,2025-07-08 11:12:13.321175,success,,cust_az12_inc_20250708_1112.csv,incremental_load_dag,scheduled__2025-07-08T11:12:00+00:00
126,raw_erp_cust_az12,incremental,1051,2025-07-10 17:49:28.351797,2025-07-10 17:50:52.903881,2025-07-10 17:50:52.903881,success,,cust_az12_inc_20250710_1749.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T17:48:00+00:00
127,raw_erp_px_cat_g1v2,incremental,18,2025-07-04 06:46:14.953018,2025-07-04 06:46:44.323351,2025-07-04 06:46:44.323351,success,,px_cat_g1v2_inc_20250704_0646.csv,incremental_load_dag,scheduled__2025-07-04T06:44:00+00:00
128,raw_crm_sales_details,incremental,28939,2025-07-03 21:16:20.158427,2025-07-03 21:16:21.032318,2025-07-03 21:16:21.032318,success,,sales_details_inc_20250703_2116.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T21:16:00+00:00
129,raw_erp_cust_az12,incremental,978,2025-07-06 08:57:52.518255,2025-07-06 08:57:53.406955,2025-07-06 08:57:53.406955,success,,cust_az12_inc_20250706_0857.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T08:56:00+00:00
130,raw_crm_cust_info,incremental,0,2025-07-10 18:49:08.600910,2025-07-10 18:56:23.389428,2025-07-10 18:56:23.389428,failed,File not found in staging directory,cust_info_inc_20250710_1849.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T18:48:00+00:00
131,raw_erp_loc_a101,incremental,612,2025-07-08 16:37:13.892117,2025-07-08 16:37:18.218501,2025-07-08 16:37:18.218501,success,,loc_a101_inc_20250708_1637.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T16:36:00+00:00
132,raw_crm_prd_info,incremental,112,2025-07-06 02:35:18.714381,2025-07-06 02:35:19.570540,2025-07-06 02:35:19.570540,success,,prd_info_inc_20250706_0235.csv,postgres_dwh_initial_load_dag,manual__2025-07-06T02:35:18.048+00:00
133,raw_erp_px_cat_g1v2,incremental,31,2025-07-04 07:08:24.243187,2025-07-04 07:15:54.318499,2025-07-04 07:15:54.318499,success,,px_cat_g1v2_inc_20250704_0708.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T07:08:00+00:00
134,raw_erp_px_cat_g1v2,incremental,25,2025-07-06 04:19:45.041677,2025-07-06 04:19:50.092846,2025-07-06 04:19:50.092846,success,,px_cat_g1v2_inc_20250706_0419.csv,incremental_load_dag,scheduled__2025-07-06T04:16:00+00:00
135,raw_erp_loc_a101,incremental,0,2025-07-04 19:09:25.715925,2025-07-04 19:09:26.238410,2025-07-04 19:09:26.238410,failed,Permission denied accessing source file,loc_a101_inc_20250704_1909.csv,daily_refresh_dag,scheduled__2025-07-04T19:08:00+00:00
136,raw_erp_cust_az12,incremental,1363,2025-07-06 19:48:25.281588,2025-07-06 19:48:25.525298,2025-07-06 19:48:25.525298,success,,cust_az12_inc_20250706_1948.csv,incremental_load_dag,scheduled__2025-07-06T19:48:00+00:00
137,raw_erp_loc_a101,incremental,560,2025-07-05 01:50:28.013500,2025-07-05 01:50:28.373592,2025-07-05 01:50:28.373592,success,,loc_a101_inc_20250705_0150.csv,weekly_maintenance_dag,scheduled__2025-07-05T01:48:00+00:00
138,raw_erp_cust_az12,incremental,904,2025-07-04 23:54:12.113594,2025-07-04 23:54:12.639920,2025-07-04 23:54:12.639920,success,,cust_az12_inc_20250704_2354.csv,incremental_load_dag,scheduled__2025-07-04T23:52:00+00:00
139,raw_crm_sales_details,incremental,0,2025-07-03 17:23:31.006428,2025-07-03 17:25:15.467149,2025-07-03 17:25:15.467149,failed,Memory limit exceeded during processing,sales_details_inc_20250703_1723.csv,weekly_maintenance_dag,scheduled__2025-07-03T17:20:00+00:00
140,raw_crm_sales_details,incremental,19021,2025-07-09 06:49:13.877795,2025-07-09 06:49:17.422474,2025-07-09 06:49:17.422474,success,,sales_details_inc_20250709_0649.csv,daily_refresh_dag,scheduled__2025-07-09T06:48:00+00:00
141,raw_crm_prd_info,incremental,176,2025-07-10 23:23:42.862741,2025-07-10 23:23:43.499254,2025-07-10 23:23:43.499254,success,,prd_info_inc_20250710_2323.csv,incremental_load_dag,scheduled__2025-07-10T23:20:00+00:00
142,raw_erp_loc_a101,incremental,837,2025-07-09 22:38:03.349925,2025-07-09 22:46:08.215601,2025-07-09 22:46:08.215601,success,,loc_a101_inc_20250709_2238.csv,incremental_load_dag,scheduled__2025-07-09T22:36:00+00:00
143,raw_crm_sales_details,incremental,20026,2025-07-06 02:42:46.651875,2025-07-06 02:43:02.989914,2025-07-06 02:43:02.989914,success,,sales_details_inc_20250706_0242.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T02:40:00+00:00
144,raw_crm_prd_info,incremental,164,2025-07-03 18:43:35.875054,2025-07-03 18:43:37.730917,2025-07-03 18:43:37.730917,success,,prd_info_inc_20250703_1843.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T18:40:00+00:00
145,raw_crm_sales_details,incremental,17861,2025-07-09 01:36:29.364254,2025-07-09 01:36:56.513794,2025-07-09 01:36:56.513794,success,,sales_details_inc_20250709_0136.csv,incremental_load_dag,manual__2025-07-09T01:36:29.257+00:00
146,raw_crm_prd_info,incremental,0,2025-07-10 09:06:39.428579,2025-07-10 09:06:46.804126,2025-07-10 09:06:46.804126,success,,prd_info_inc_20250710_0906.csv,daily_refresh_dag,scheduled__2025-07-10T09:04:00+00:00
147,raw_erp_cust_az12,incremental,1031,2025-07-03 20:47:25.925081,2025-07-03 20:47:27.623172,2025-07-03 20:47:27.623172,success,,cust_az12_inc_20250703_2047.csv,weekly_maintenance_dag,scheduled__2025-07-03T20:44:00+00:00
148,raw_erp_cust_az12,incremental,1005,2025-07-05 20:21:46.805912,2025-07-05 20:29:03.678929,2025-07-05 20:29:03.678929,success,,cust_az12_inc_20250705_2021.csv,daily_refresh_dag,manual__2025-07-05T20:21:46.035+00:00
149,raw_erp_cust_az12,incremental,899,2025-07-08 18:05:39.614011,2025-07-08 18:05:39.719895,2025-07-08 18:05:39.719895,success,,cust_az12_inc_20250708_1805.csv,incremental_load_dag,scheduled__2025-07-08T18:04:00+00:00
150,raw_crm_cust_info,incremental,0,2025-07-04 02:25:10.557546,2025-07-04 02:30:29.313198,2025-07-04 02:30:29.313198,success,,cust_info_inc_20250704_0225.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T02:24:00+00:00
151,raw_crm_sales_details,incremental,25561,2025-07-03 22:40:36.506734,2025-07-03 22:41:00.338792,2025-07-03 22:41:00.338792,success,,sales_details_inc_20250703_2240.csv,incremental_load_dag,manual__2025-07-03T22:40:36.223+00:00
152,raw_crm_sales_details,incremental,29444,2025-07-10 08:18:26.849544,2025-07-10 08:18:48.579952,2025-07-10 08:18:48.579952,success,,sales_details_inc_20250710_0818.csv,postgres_dwh_initial_load_dag,manual__2025-07-10T08:18:25.967+00:00
153,raw_erp_loc_a101,incremental,724,2025-07-05 05:40:49.011013,2025-07-05 05:43:54.795838,2025-07-05 05:43:54.795838,success,,loc_a101_inc_20250705_0540.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T05:40:00+00:00
154,raw_erp_cust_az12,incremental,0,2025-07-09 21:23:28.999742,2025-07-09 21:28:40.526870,2025-07-09 21:28:40.526870,failed,Data type conversion error,cust_az12_inc_20250709_2123.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T21:20:00+00:00
155,raw_erp_px_cat_g1v2,incremental,24,2025-07-04 20:26:26.789849,2025-07-04 20:27:29.760523,2025-07-04 20:27:29.760523,success,,px_cat_g1v2_inc_20250704_2026.csv,daily_refresh_dag,scheduled__2025-07-04T20:24:00+00:00
156,raw_crm_sales_details,incremental,23915,2025-07-09 19:28:27.240322,2025-07-09 19:28:28.352514,2025-07-09 19:28:28.352514,success,,sales_details_inc_20250709_1928.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T19:28:00+00:00
157,raw_crm_cust_info,incremental,1806,2025-07-04 14:19:23.888706,2025-07-04 14:19:25.341295,2025-07-04 14:19:25.341295,success,,cust_info_inc_20250704_1419.csv,incremental_load_dag,scheduled__2025-07-04T14:16:00+00:00
158,raw_crm_sales_details,incremental,26846,2025-07-09 13:08:49.452211,2025-07-09 13:15:24.782143,2025-07-09 13:15:24.782143,success,,sales_details_inc_20250709_1308.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T13:08:00+00:00
159,raw_crm_prd_info,incremental,135,2025-07-06 06:20:23.493820,2025-07-06 06:20:23.835974,2025-07-06 06:20:23.835974,success,,prd_info_inc_20250706_0620.csv,incremental_load_dag,scheduled__2025-07-06T06:20:00+00:00
160,raw_erp_px_cat_g1v2,incremental,18,2025-07-06 03:02:42.988728,2025-07-06 03:03:03.822040,2025-07-06 03:03:03.822040,success,,px_cat_g1v2_inc_20250706_0302.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T03:00:00+00:00
161,raw_crm_cust_info,incremental,1390,2025-07-03 10:08:55.476365,2025-07-03 10:08:56.976751,2025-07-03 10:08:56.976751,success,,cust_info_inc_20250703_1008.csv,incremental_load_dag,scheduled__2025-07-03T10:08:00+00:00
162,raw_erp_cust_az12,initial,52496,2025-07-11 04:37:19.825235,2025-07-11 04:41:41.050261,2025-07-11 04:41:41.050261,success,,,postgres_dwh_initial_load_dag,scheduled__2025-07-11T04:36:00+00:00
163,raw_crm_cust_info,incremental,1246,2025-07-09 23:42:26.824075,2025-07-09 23:42:28.561716,2025-07-09 23:42:28.561716,success,,cust_info_inc_20250709_2342.csv,daily_refresh_dag,scheduled__2025-07-09T23:40:00+00:00
164,raw_crm_cust_info,incremental,0,2025-07-04 18:48:19.598035,2025-07-04 18:48:31.513378,2025-07-04 18:48:31.513378,failed,Data validation failed - null values in required columns,cust_info_inc_20250704_1848.csv,emergency_reload_dag,scheduled__2025-07-04T18:48:00+00:00
165,raw_crm_sales_details,incremental,21609,2025-07-04 08:42:03.740434,2025-07-04 08:42:05.736114,2025-07-04 08:42:05.736114,success,,sales_details_inc_20250704_0842.csv,weekly_maintenance_dag,scheduled__2025-07-04T08:40:00+00:00
166,raw_erp_cust_az12,incremental,1492,2025-07-04 19:27:06.249245,2025-07-04 19:32:27.759053,2025-07-04 19:32:27.759053,success,,cust_az12_inc_20250704_1927.csv,incremental_load_dag,scheduled__2025-07-04T19:24:00+00:00
167,raw_erp_cust_az12,incremental,1328,2025-07-05 14:07:37.462240,2025-07-05 14:10:34.773064,2025-07-05 14:10:34.773064,success,,cust_az12_inc_20250705_1407.csv,daily_refresh_dag,scheduled__2025-07-05T14:04:00+00:00
168,raw_crm_cust_info,incremental,1759,2025-07-10 02:27:27.656861,2025-07-10 02:27:41.983160,2025-07-10 02:27:41.983160,success,,cust_info_inc_20250710_0227.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T02:24:00+00:00
169,raw_crm_sales_details,incremental,26750,2025-07-03 18:09:47.780502,2025-07-03 18:10:06.458659,2025-07-03 18:10:06.458659,success,,sales_details_inc_20250703_1809.csv,postgres_dwh_initial_load_dag,manual__2025-07-03T18:09:47.768+00:00
170,raw_erp_px_cat_g1v2,incremental,27,2025-07-04 19:32:43.148676,2025-07-04 19:40:16.759951,2025-07-04 19:40:16.759951,success,,px_cat_g1v2_inc_20250704_1932.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T19:32:00+00:00
171,raw_crm_cust_info,incremental,1247,2025-07-05 22:41:36.818566,2025-07-05 22:48:40.136890,2025-07-05 22:48:40.136890,success,,cust_info_inc_20250705_2241.csv,incremental_load_dag,manual__2025-07-05T22:41:36.031+00:00
172,raw_erp_loc_a101,incremental,0,2025-07-06 04:08:48.248513,2025-07-06 04:18:17.568949,2025-07-06 04:18:17.568949,failed,Connection timeout to source database,loc_a101_inc_20250706_0408.csv,weekly_maintenance_dag,scheduled__2025-07-06T04:08:00+00:00
173,raw_erp_cust_az12,incremental,1313,2025-07-06 23:12:24.542812,2025-07-06 23:12:26.475339,2025-07-06 23:12:26.475339,success,,cust_az12_inc_20250706_2312.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T23:12:00+00:00
174,raw_crm_sales_details,incremental,32020,2025-07-06 12:11:13.811349,2025-07-06 12:11:14.867778,2025-07-06 12:11:14.867778,success,,sales_details_inc_20250706_1211.csv,incremental_load_dag,scheduled__2025-07-06T12:08:00+00:00
175,raw_crm_cust_info,incremental,0,2025-07-05 04:21:57.496500,2025-07-05 04:22:21.189840,2025-07-05 04:22:21.189840,success,,cust_info_inc_20250705_0421.csv,daily_refresh_dag,scheduled__2025-07-05T04:20:00+00:00
176,raw_crm_sales_details,incremental,0,2025-07-10 19:26:32.738672,2025-07-10 19:26:33.234862,2025-07-10 19:26:33.234862,timeout,Operation timed out after 300 seconds,sales_details_inc_20250710_1926.csv,postgres_dwh_initial_load_dag,manual__2025-07-10T19:26:32.473+00:00
177,raw_crm_prd_info,incremental,165,2025-07-03 09:01:08.678309,2025-07-03 09:01:09.208306,2025-07-03 09:01:09.208306,success,,prd_info_inc_20250703_0901.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T09:00:00+00:00
178,raw_erp_loc_a101,incremental,719,2025-07-05 06:46:25.450223,2025-07-05 06:49:32.828878,2025-07-05 06:49:32.828878,success,,loc_a101_inc_20250705_0646.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T06:44:00+00:00
179,raw_erp_loc_a101,incremental,1028,2025-07-03 11:18:41.662487,2025-07-03 11:19:44.638324,2025-07-03 11:19:44.638324,success,,loc_a101_inc_20250703_1118.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-03T11:16:00+00:00
180,raw_crm_sales_details,incremental,28269,2025-07-06 20:56:59.083861,2025-07-06 20:57:22.503993,2025-07-06 20:57:22.503993,success,,sales_details_inc_20250706_2056.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T20:56:00+00:00
181,raw_crm_sales_details,incremental,0,2025-07-06 09:21:30.364901,2025-07-06 09:21:31.565667,2025-07-06 09:21:31.565667,failed,Data validation failed - null values in required columns,sales_details_inc_20250706_0921.csv,incremental_load_dag,scheduled__2025-07-06T09:20:00+00:00
182,raw_erp_loc_a101,incremental,786,2025-07-04 11:08:46.542482,2025-07-04 11:08:49.124173,2025-07-04 11:08:49.124173,success,,loc_a101_inc_20250704_1108.csv,incremental_load_dag,scheduled__2025-07-04T11:08:00+00:00
183,raw_erp_cust_az12,incremental,1538,2025-07-06 07:36:19.751182,2025-07-06 07:36:20.839666,2025-07-06 07:36:20.839666,success,,cust_az12_inc_20250706_0736.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T07:36:00+00:00
184,raw_crm_prd_info,incremental,129,2025-07-10 09:04:04.815365,2025-07-10 09:11:02.420095,2025-07-10 09:11:02.420095,success,,prd_info_inc_20250710_0904.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T09:04:00+00:00
185,raw_erp_loc_a101,incremental,920,2025-07-03 17:22:03.885220,2025-07-03 17:22:30.324909,2025-07-03 17:22:30.324909,success,,loc_a101_inc_20250703_1722.csv,daily_refresh_dag,scheduled__2025-07-03T17:20:00+00:00
186,raw_erp_loc_a101,incremental,902,2025-07-10 23:50:34.245018,2025-07-10 23:50:52.386502,2025-07-10 23:50:52.386502,success,,loc_a101_inc_20250710_2350.csv,daily_refresh_dag,scheduled__2025-07-10T23:48:00+00:00
187,raw_erp_cust_az12,incremental,0,2025-07-08 22:06:51.418223,2025-07-08 22:11:47.449141,2025-07-08 22:11:47.449141,success,,cust_az12_inc_20250708_2206.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T22:04:00+00:00
188,raw_crm_prd_info,incremental,0,2025-07-07 09:09:00.389167,2025-07-07 09:09:15.725521,2025-07-07 09:09:15.725521,failed,Network connectivity issues,prd_info_inc_20250707_0909.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-07T09:08:00+00:00
189,raw_crm_sales_details,incremental,19179,2025-07-05 13:21:52.256454,2025-07-05 13:21:53.745415,2025-07-05 13:21:53.745415,success,,sales_details_inc_20250705_1321.csv,daily_refresh_dag,scheduled__2025-07-05T13:20:00+00:00
190,raw_crm_cust_info,incremental,1495,2025-07-04 17:45:42.878209,2025-07-04 17:46:06.824015,2025-07-04 17:46:06.824015,success,,cust_info_inc_20250704_1745.csv,daily_refresh_dag,scheduled__2025-07-04T17:44:00+00:00
191,raw_crm_cust_info,incremental,1538,2025-07-06 10:13:38.498286,2025-07-06 10:13:39.130957,2025-07-06 10:13:39.130957,success,,cust_info_inc_20250706_1013.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T10:12:00+00:00
192,raw_crm_sales_details,incremental,0,2025-07-04 13:12:36.569984,2025-07-04 13:13:37.617218,2025-07-04 13:13:37.617218,failed,Insufficient disk space,sales_details_inc_20250704_1312.csv,incremental_load_dag,scheduled__2025-07-04T13:12:00+00:00
193,raw_crm_cust_info,incremental,0,2025-07-03 19:16:33.773920,2025-07-03 19:16:46.756335,2025-07-03 19:16:46.756335,success,,cust_info_inc_20250703_1916.csv,postgres_dwh_initial_load_dag,manual__2025-07-03T19:16:33.129+00:00
194,raw_erp_cust_az12,incremental,1466,2025-07-06 05:57:28.448035,2025-07-06 05:57:29.627559,2025-07-06 05:57:29.627559,success,,cust_az12_inc_20250706_0557.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T05:56:00+00:00
195,raw_crm_cust_info,incremental,0,2025-07-04 00:59:40.017241,2025-07-04 01:08:38.547762,2025-07-04 01:08:38.547762,success,,cust_info_inc_20250704_0059.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T00:56:00+00:00
196,raw_crm_prd_info,incremental,0,2025-07-06 16:36:06.202093,2025-07-06 16:36:06.598337,2025-07-06 16:36:06.598337,success,,prd_info_inc_20250706_1636.csv,weekly_maintenance_dag,manual__2025-07-06T16:36:05.361+00:00
197,raw_erp_cust_az12,incremental,1546,2025-07-06 01:39:36.323153,2025-07-06 01:39:36.670991,2025-07-06 01:39:36.670991,success,,cust_az12_inc_20250706_0139.csv,incremental_load_dag,scheduled__2025-07-06T01:36:00+00:00
198,raw_crm_cust_info,incremental,0,2025-07-09 17:25:23.034675,2025-07-09 17:26:20.219919,2025-07-09 17:26:20.219919,failed,Source table locked by another process,cust_info_inc_20250709_1725.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-09T17:24:00+00:00
199,raw_crm_cust_info,incremental,0,2025-07-05 10:45:39.516476,2025-07-05 10:46:50.404184,2025-07-05 10:46:50.404184,failed,Connection timeout to source database,cust_info_inc_20250705_1045.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T10:44:00+00:00
200,raw_crm_sales_details,incremental,18326,2025-07-04 14:41:59.309130,2025-07-04 14:42:30.675846,2025-07-04 14:42:30.675846,success,,sales_details_inc_20250704_1441.csv,incremental_load_dag,scheduled__2025-07-04T14:40:00+00:00
201,raw_crm_sales_details,incremental,24280,2025-07-05 08:00:59.948738,2025-07-05 08:07:41.908072,2025-07-05 08:07:41.908072,success,,sales_details_inc_20250705_0800.csv,daily_refresh_dag,scheduled__2025-07-05T08:00:00+00:00
202,raw_crm_cust_info,incremental,1277,2025-07-07 10:23:45.733576,2025-07-07 10:24:10.939316,2025-07-07 10:24:10.939316,success,,cust_info_inc_20250707_1023.csv,postgres_dwh_initial_load_dag,manual__2025-07-07T10:23:45.588+00:00
203,raw_crm_prd_info,incremental,170,2025-07-09 07:58:43.547526,2025-07-09 07:58:43.827567,2025-07-09 07:58:43.827567,success,,prd_info_inc_20250709_0758.csv,weekly_maintenance_dag,scheduled__2025-07-09T07:56:00+00:00
204,raw_erp_loc_a101,incremental,689,2025-07-10 22:26:05.714734,2025-07-10 22:26:14.046436,2025-07-10 22:26:14.046436,success,,loc_a101_inc_20250710_2226.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T22:24:00+00:00
205,raw_crm_cust_info,incremental,1432,2025-07-03 21:25:00.277513,2025-07-03 21:30:44.086713,2025-07-03 21:30:44.086713,success,,cust_info_inc_20250703_2124.csv,daily_refresh_dag,scheduled__2025-07-03T21:24:00+00:00
206,raw_erp_loc_a101,initial,11549,2025-07-10 00:07:10.815095,2025-07-10 00:16:30.116270,2025-07-10 00:16:30.116270,success,,,postgres_dwh_initial_load_dag,scheduled__2025-07-10T00:04:00+00:00
207,raw_erp_loc_a101,incremental,847,2025-07-05 21:53:35.962339,2025-07-05 21:54:03.358001,2025-07-05 21:54:03.358001,success,,loc_a101_inc_20250705_2153.csv,weekly_maintenance_dag,scheduled__2025-07-05T21:52:00+00:00
208,raw_crm_sales_details,initial,445418,2025-07-05 10:19:34.976715,2025-07-05 10:24:02.422034,2025-07-05 10:24:02.422034,success,,,postgres_dwh_initial_load_dag,scheduled__2025-07-05T10:16:00+00:00
209,raw_crm_sales_details,incremental,25968,2025-07-04 00:08:17.823887,2025-07-04 00:08:26.041613,2025-07-04 00:08:26.041613,success,,sales_details_inc_20250704_0008.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T00:08:00+00:00
210,raw_crm_prd_info,incremental,140,2025-07-08 13:29:09.767299,2025-07-08 13:29:15.553033,2025-07-08 13:29:15.553033,success,,prd_info_inc_20250708_1329.csv,emergency_reload_dag,scheduled__2025-07-08T13:28:00+00:00
211,raw_erp_cust_az12,incremental,1495,2025-07-06 16:22:04.714945,2025-07-06 16:22:06.450308,2025-07-06 16:22:06.450308,success,,cust_az12_inc_20250706_1622.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T16:20:00+00:00
212,raw_erp_cust_az12,incremental,900,2025-07-06 01:04:26.141093,2025-07-06 01:11:36.048884,2025-07-06 01:11:36.048884,success,,cust_az12_inc_20250706_0104.csv,weekly_maintenance_dag,manual__2025-07-06T01:04:25.169+00:00
213,raw_crm_sales_details,incremental,0,2025-07-10 20:46:27.227661,2025-07-10 20:46:27.363110,2025-07-10 20:46:27.363110,failed,Network connectivity issues,sales_details_inc_20250710_2046.csv,incremental_load_dag,scheduled__2025-07-10T20:44:00+00:00
214,raw_erp_loc_a101,incremental,0,2025-07-04 00:01:44.603340,2025-07-04 00:01:45.147475,2025-07-04 00:01:45.147475,success,,loc_a101_inc_20250704_0001.csv,emergency_reload_dag,scheduled__2025-07-04T00:00:00+00:00
215,raw_erp_px_cat_g1v2,incremental,17,2025-07-07 21:15:23.855524,2025-07-07 21:21:26.818258,2025-07-07 21:21:26.818258,success,,px_cat_g1v2_inc_20250707_2115.csv,incremental_load_dag,scheduled__2025-07-07T21:12:00+00:00
216,raw_crm_prd_info,incremental,116,2025-07-06 17:40:00.428301,2025-07-06 17:40:02.059177,2025-07-06 17:40:02.059177,success,,prd_info_inc_20250706_1740.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T17:40:00+00:00
217,raw_erp_loc_a101,incremental,943,2025-07-06 13:53:07.845750,2025-07-06 13:53:25.500057,2025-07-06 13:53:25.500057,success,,loc_a101_inc_20250706_1353.csv,daily_refresh_dag,manual__2025-07-06T13:53:07.154+00:00
218,raw_crm_sales_details,incremental,0,2025-07-08 20:43:55.859452,2025-07-08 20:45:46.567910,2025-07-08 20:45:46.567910,success,,sales_details_inc_20250708_2043.csv,daily_refresh_dag,scheduled__2025-07-08T20:40:00+00:00
219,raw_erp_loc_a101,incremental,1014,2025-07-06 15:55:10.029036,2025-07-06 15:55:17.333842,2025-07-06 15:55:17.333842,success,,loc_a101_inc_20250706_1555.csv,daily_refresh_dag,scheduled__2025-07-06T15:52:00+00:00
220,raw_erp_cust_az12,incremental,1087,2025-07-11 00:20:47.418934,2025-07-11 00:20:48.613525,2025-07-11 00:20:48.613525,success,,cust_az12_inc_20250711_0020.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-11T00:20:00+00:00
221,raw_crm_sales_details,incremental,25661,2025-07-04 11:42:42.444345,2025-07-04 11:45:21.205094,2025-07-04 11:45:21.205094,success,,sales_details_inc_20250704_1142.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-04T11:40:00+00:00
222,raw_erp_cust_az12,incremental,1427,2025-07-11 05:36:55.509409,2025-07-11 05:36:56.386155,2025-07-11 05:36:56.386155,success,,cust_az12_inc_20250711_0536.csv,weekly_maintenance_dag,manual__2025-07-11T05:36:55.246+00:00
223,raw_crm_sales_details,incremental,31812,2025-07-09 16:51:20.580490,2025-07-09 16:51:46.941386,2025-07-09 16:51:46.941386,success,,sales_details_inc_20250709_1651.csv,daily_refresh_dag,manual__2025-07-09T16:51:19.826+00:00
224,raw_erp_cust_az12,incremental,1194,2025-07-06 03:05:03.535187,2025-07-06 03:10:18.581917,2025-07-06 03:10:18.581917,success,,cust_az12_inc_20250706_0305.csv,daily_refresh_dag,scheduled__2025-07-06T03:04:00+00:00
225,raw_crm_cust_info,incremental,1307,2025-07-06 16:59:16.629655,2025-07-06 17:07:11.249285,2025-07-06 17:07:11.249285,success,,cust_info_inc_20250706_1659.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-06T16:56:00+00:00
226,raw_erp_loc_a101,incremental,0,2025-07-10 19:10:38.470602,2025-07-10 19:10:56.163618,2025-07-10 19:10:56.163618,success,,loc_a101_inc_20250710_1910.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-10T19:08:00+00:00
227,raw_crm_cust_info,incremental,0,2025-07-05 16:27:19.760243,2025-07-05 16:27:41.457588,2025-07-05 16:27:41.457588,failed,Data type conversion error,cust_info_inc_20250705_1627.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-05T16:24:00+00:00
228,raw_erp_cust_az12,incremental,1090,2025-07-08 22:04:21.788261,2025-07-08 22:04:26.983064,2025-07-08 22:04:26.983064,success,,cust_az12_inc_20250708_2204.csv,weekly_maintenance_dag,scheduled__2025-07-08T22:04:00+00:00
229,raw_erp_loc_a101,incremental,931,2025-07-08 15:43:03.083010,2025-07-08 15:48:06.889558,2025-07-08 15:48:06.889558,success,,loc_a101_inc_20250708_1543.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T15:40:00+00:00
230,raw_erp_cust_az12,incremental,1460,2025-07-08 16:40:29.638271,2025-07-08 16:40:43.549755,2025-07-08 16:40:43.549755,success,,cust_az12_inc_20250708_1640.csv,postgres_dwh_initial_load_dag,scheduled__2025-07-08T16:40:00+00:00
231,raw_erp_loc_a101,incremental,587,2025-07-09 03:01:47.868424,2025-07-09 03:01:48.344142,2025-07-09 03:01:48.344142,success,,loc_a101_inc_20250709_0301.csv,daily_refresh_dag,scheduled__2025-07-09T03:00:00+00:00
232,raw_erp_px_cat_g1v2,incremental,30,2025-07-09 00:40:47.868570,2025-07-09 00:41:03.527052,2025-07-09 00:41:03.527052,success,,px_cat_g1v2_inc_20250709_0040.csv,incremental_load_dag,scheduled__2025-07-09T00:40:00+00:00
